IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID,RAZZBALLNAME,FANTRAXID,FANTRAXNAME,ROTOWIRENAME,ALLPOS,NFBCLASTFIRST,NAME_TEAM,NAME_TEAM1,NAME_TEAM2,NAME_TEAM3,NAME_TEAM4,NAME_TEAM5,NAME_TEAM6
penabr01,BRAYAN PENA,1/7/1982,Brayan,Pena,SLN,,C,3231,BRAYAN PENA,430910.0,BRAYAN PENA,392100.0,BRAYAN PENA,penab002,penabr01,7551.0,BRAYAN PENA,6285.0,BRAYAN PENA,Brayan Pena,PENA19820107A,40947.0,7551.0,BRAYAN PENA,"Pena, Brayan",B,R,Brayan Pena,"Pena, Brayan",7944.0,Brayan Pena,5134.0,Brayan Pena,4183.0,1087.0,Brayan Pena,,,Brayan Pena,C,"Pena, Brayan",BRAYAN PENA NAN,BRAYAN PENA NAN,BRAYAN PENA NAN,BRAYAN PENA NAN,BRAYAN PENA NAN,BRAYAN PENA NAN,BRAYAN PENA NAN
penaca01,CARLOS PENA,5/17/1978,Carlos,Pena,TEX,,1B,934,CARLOS PENA,150289.0,CARLOS PENA,127567.0,CARLOS PENA,penac001,penaca01,6621.0,CARLOS PENA,4594.0,CARLOS PENA,Carlos Pena,PENA19780517A,1443.0,6621.0,CARLOS PENA,"Pena, Carlos",L,L,Carlos Pena,"Pena, Carlos",,,,,8400.0,,Carlos Pena,,,,1B,"Pena, Carlos",CARLOS PENA NAN,CARLOS PENA NAN,CARLOS PENA NAN,CARLOS PENA NAN,CARLOS PENA NAN,CARLOS PENA NAN,CARLOS PENA NAN
penafe01,FELIX PENA,2/25/1990,Felix,Pena,ANA,AL,P,13403,FELIX PENA,570240.0,FELIX PENA,,NAN,,penafe01,10372.0,FELIX PENA,34920.0,FELIX PENA,,,66234.0,10372.0,FELIX PE??A,"Pena, Felix",R,R,Felix Pena,"Pena, Felix",14151.0,,,,10205.0,5359.0,Felix Pena,,,Felix Pena,SP,"Pena, Felix",FELIX PENA LAA,FELIX PENA LAA,FELIX PENA LAA,NAN LAA,FELIX PENA LAA,FELIX PENA LAA,FELIX PE??A LAA
penara02,RAMIRO PENA,7/18/1985,Ramiro,Pena,SFN,NL,2B,8841,RAMIRO PENA,455369.0,RAMIRO PENA,594100.0,RAMIRO PENA,penar002,penara02,8441.0,RAMIRO PENA,30121.0,RAMIRO PENA,,PENA19850718A,48481.0,8441.0,RAMIRO PENA,"Pena, Ramiro",B,R,Ramiro Pena,"Pena, Ramiro",10709.0,,,,1249.0,3192.0,Ramiro Pena,,,Ramiro Pena,2B,"Pena, Ramiro",RAMIRO PENA SF,RAMIRO PENA SF,RAMIRO PENA SF,RAMIRO PENA SF,RAMIRO PENA SF,RAMIRO PENA SF,RAMIRO PENA SF
pencehu01,HUNTER PENCE,4/13/1983,Hunter,Pence,SFN,AL,OF,8252,HUNTER PENCE,452254.0,HUNTER PENCE,584806.0,HUNTER PENCE,pench001,pencehu01,7963.0,HUNTER PENCE,28687.0,HUNTER PENCE,Hunter Pence,PENCE19830413A,45465.0,7963.0,HUNTER PENCE,"Pence, Hunter",R,R,Hunter Pence,"Pence, Hunter",8727.0,Hunter Pence,5146.0,Hunter Pence,515.0,2549.0,Hunter Pence,0009y,"Pence, Hunter","Pence, Hunter",OF,"Pence, Hunter",HUNTER PENCE TEX,HUNTER PENCE TEX,HUNTER PENCE TEX,HUNTER PENCE TEX,HUNTER PENCE TEX,HUNTER PENCE TEX,HUNTER PENCE TEX
pennicl01,CLIFF PENNINGTON,6/15/1984,Cliff,Pennington,CIN,,3B,3395,CLIFF PENNINGTON,460060.0,CLIFF PENNINGTON,583198.0,CLIFF PENNINGTON,pennc001,pennicl01,8324.0,CLIFF PENNINGTON,29210.0,CLIFF PENNINGTON,Cliff Pennington,PENNINGTO19840615A,48486.0,8324.0,CLIFF PENNINGTON,"Pennington, Cliff",B,R,Cliff Pennington,"Pennington, Cliff",8637.0,Cliff Pennington,5319.0,Cliff Pennington,2149.0,3026.0,Cliff Pennington,010jn,"Pennington, Cliff",Cliff Pennington,3B,"Pennington, Cliff",CLIFF PENNINGTON NAN,CLIFF PENNINGTON NAN,CLIFF PENNINGTON NAN,CLIFF PENNINGTON NAN,CLIFF PENNINGTON NAN,CLIFF PENNINGTON NAN,CLIFF PENNINGTON NAN
pennybr01,BRAD PENNY,5/24/1978,Brad,Penny,[],,P,535,BRAD PENNY,207267.0,BRAD PENNY,28145.0,BRAD PENNY,pennb002,pennybr01,6276.0,BRAD PENNY,4115.0,BRAD PENNY,,PENNY19780524A,524.0,6276.0,BRAD PENNY,"Penny, Brad",R,R,Brad Penny,"Penny, Brad",,,,,8820.0,,Brad Penny,,,,P,"Penny, Brad",BRAD PENNY NAN,BRAD PENNY NAN,BRAD PENNY NAN,BRAD PENNY NAN,BRAD PENNY NAN,BRAD PENNY NAN,BRAD PENNY NAN
peralda01,DAVID PERALTA,8/14/1987,David,Peralta,ARI,NL,OF,2136,DAVID PERALTA,444482.0,DAVID PERALTA,2119697.0,DAVID PERALTA,perad001,peralda01,9719.0,DAVID PERALTA,33384.0,DAVID PERALTA,,PERALTA19870814A,52260.0,9719.0,DAVID PERALTA,"Peralta, David",L,L,David Peralta,"Peralta, David",13364.0,David Peralta,53586.0,David Peralta,9058.0,4640.0,David Peralta,03d1m,"Peralta, David","Peralta, David",OF,"Peralta, David",DAVID PERALTA ARI,DAVID PERALTA ARI,DAVID PERALTA ARI,DAVID PERALTA ARI,DAVID PERALTA ARI,DAVID PERALTA ARI,DAVID PERALTA ARI
peralfr01,FREDDY PERALTA,6/4/1996,Freddy,Peralta,MIL,NL,P,18679,FREDDY PERALTA,642547.0,FREDDY PERALTA,,NAN,,peralfr01,11014.0,FREDDY PERALTA,39825.0,FREDDY PERALTA,,,103056.0,,NAN,"Peralta, Freddy",R,R,Freddy Peralta,"Peralta, Freddy",14194.0,,,,19168.0,5879.0,Freddy Peralta,,,Freddy Peralta,SP,"Peralta, Freddy",FREDDY PERALTA MIL,FREDDY PERALTA MIL,FREDDY PERALTA MIL,NAN MIL,FREDDY PERALTA MIL,FREDDY PERALTA MIL,NAN MIL
peraljh01,JHONNY PERALTA,5/28/1982,Jhonny,Peralta,SLN,,3B,1738,JHONNY PERALTA,425509.0,JHONNY PERALTA,224393.0,JHONNY PERALTA,peraj001,peraljh01,7156.0,JHONNY PERALTA,5527.0,JHONNY PERALTA,Jhonny Peralta,PERALTA19820528A,40963.0,7156.0,JHONNY PERALTA,"Peralta, Jhonny",R,R,Jhonny Peralta,"Peralta, Jhonny",7165.0,Jhonny Peralta,5223.0,Jhonny Peralta,9216.0,811.0,Jhonny Peralta,,,Jhonny Peralta,3B,"Peralta, Jhonny",JHONNY PERALTA NAN,JHONNY PERALTA NAN,JHONNY PERALTA NAN,JHONNY PERALTA NAN,JHONNY PERALTA NAN,JHONNY PERALTA NAN,JHONNY PERALTA NAN
peraljo01,JOEL PERALTA,3/23/1976,Joel,Peralta,CHN,,P,2332,JOEL PERALTA,407908.0,JOEL PERALTA,538896.0,JOEL PERALTA,peraj002,peraljo01,7553.0,JOEL PERALTA,6287.0,JOEL PERALTA,,PERALTA19760323A,40962.0,7553.0,JOEL PERALTA,"Peralta, Joel",R,R,Joel Peralta,"Peralta, Joel",8541.0,Joel Peralta,6104.0,Joel Peralta,5390.0,,Joel Peralta,,,Joel Peralta,P,"Peralta, Joel",JOEL PERALTA NAN,JOEL PERALTA NAN,JOEL PERALTA NAN,JOEL PERALTA NAN,JOEL PERALTA NAN,JOEL PERALTA NAN,JOEL PERALTA NAN
peralwa01,WANDY PERALTA,7/27/1991,Wandy,Peralta,CIN,NL,P,14295,WANDY PERALTA,593974.0,WANDY PERALTA,2264742.0,WANDY PERALTA,peraw002,peralwa01,10391.0,WANDY PERALTA,36036.0,WANDY PERALTA,,,67604.0,10391.0,WANDY PERALTA,"Peralta, Wandy",L,L,Wandy Peralta,"Peralta, Wandy",14539.0,,,,13361.0,5374.0,Wandy Peralta,047sh,"Peralta, Wandy",Wandy Peralta,RP,"Peralta, Wandy",WANDY PERALTA CIN,WANDY PERALTA CIN,WANDY PERALTA CIN,WANDY PERALTA CIN,WANDY PERALTA CIN,WANDY PERALTA CIN,WANDY PERALTA CIN
peralwi01,WILY PERALTA,5/8/1989,Wily,Peralta,KCA,AL,P,7738,WILY PERALTA,503449.0,WILY PERALTA,1784971.0,WILY PERALTA,peraw001,peralwi01,9019.0,WILY PERALTA,31140.0,WILY PERALTA,,PERALTA19890508A,50538.0,9019.0,WILY PERALTA,"Peralta, Wily",R,R,Wily Peralta,"Peralta, Wily",8997.0,Wily Peralta,13258.0,Wily Peralta,4824.0,3757.0,Wily Peralta,01sfv,"Peralta, Wily",Wily Peralta,RP,"Peralta, Wily",WILY PERALTA KC,WILY PERALTA KC,WILY PERALTA KC,WILY PERALTA KC,WILY PERALTA KC,WILY PERALTA KC,WILY PERALTA KC
perazjo01,JOSE PERAZA,4/30/1994,Jose,Peraza,CIN,NL,SS,13593,JOSE PERAZA,606299.0,JOSE PERAZA,1962826.0,JOSE PERAZA,peraj003,perazjo01,9857.0,JOSE PERAZA,32470.0,JOSE PERAZA,,PERAZA19940430A,69752.0,9857.0,JOS?? PERAZA,"Peraza, Jose",R,R,Jose Peraza,"Peraza, Jose",13190.0,Jose Peraza,21797.0,Jose Peraza,18349.0,4779.0,Jose Peraza,02y27,"Peraza, Jose","Peraza, Jose",SS,"Peraza, Jose",JOSE PERAZA CIN,JOSE PERAZA CIN,JOSE PERAZA CIN,JOSE PERAZA CIN,JOSE PERAZA CIN,JOSE PERAZA CIN,JOS?? PERAZA CIN
perdolu01,LUIS PERDOMO,4/27/1984,Luis,Perdomo,MIN,,P,5380,LUIS PERDOMO,466412.0,LUIS PERDOMO,1655643.0,LUIS M. PERDOMO,perdl001,perdolu01,8425.0,LUIS PERDOMO,30260.0,LUIS PERDOMO,,PERDOMO19930509A,49641.0,8425.0,LUIS PERDOMO,"Perdomo, Luis",R,R,Luis Perdomo,"Perdomo, Luis",14128.0,Luis Perdomo,68662.0,Luis Perdomo,2773.0,5138.0,Luis Perdomo,03ry3,"Perdomo, Luis","Perdomo, Luis",P,"Perdomo, Luis",LUIS PERDOMO NAN,LUIS PERDOMO NAN,LUIS PERDOMO NAN,LUIS M. PERDOMO NAN,LUIS PERDOMO NAN,LUIS PERDOMO NAN,LUIS PERDOMO NAN
perdolu02,LUIS PERDOMO,5/9/1993,Luis,Perdomo,MIN,NL,P,14682,LUIS PERDOMO,606131.0,LUIS PERDOMO,2211467.0,LUIS PERDOMO,perdl001,perdolu02,10263.0,LUIS PERDOMO,35970.0,LUIS PERDOMO,,PERDOMO19930509A,69614.0,10263.0,LUIS PERDOMO,"Perdomo, Luis",R,R,Luis Perdomo,"Perdomo, Luis",14128.0,Luis Perdomo,68662.0,Luis Perdomo,23671.0,5138.0,Luis Perdomo,03ry3,"Perdomo, Luis","Perdomo, Luis",SP,"Perdomo, Luis",LUIS PERDOMO SD,LUIS PERDOMO SD,LUIS PERDOMO SD,LUIS PERDOMO SD,LUIS PERDOMO SD,LUIS PERDOMO SD,LUIS PERDOMO SD
perezca02,CARLOS PEREZ,10/27/1990,Carlos,Perez,ATL,,C,10642,CARLOS PEREZ,542208.0,CARLOS PEREZ,1945613.0,CARLOS PEREZ,perec001,perezca02,9956.0,CARLOS PEREZ,30237.0,CARLOS PEREZ,,PEREZ19901027A,59074.0,9956.0,CARLOS P??REZ,"Perez, Carlos",R,R,Carlos Perez,"Perez, Carlos",11243.0,Carlos Perez,21183.0,Carlos Perez,9791.0,4821.0,Carlos Perez,01suw,"Perez, Carlos",Carlos Perez,C,"Perez, Carlos",CARLOS PEREZ NAN,CARLOS PEREZ NAN,CARLOS PEREZ NAN,CARLOS PEREZ NAN,CARLOS PEREZ NAN,CARLOS PEREZ NAN,CARLOS P??REZ NAN
perezch01,CHRIS PEREZ,7/1/1985,Chris,Perez,MIL,,P,5213,CHRIS PEREZ,453198.0,CHRIS PEREZ,1209053.0,CHRIS PEREZ,perec002,perezch01,8251.0,CHRIS PEREZ,29134.0,CHRIS PEREZ,,PEREZ19850701A,51934.0,8251.0,CHRIS PEREZ,"Perez, Chris",R,R,Chris Perez,"Perez, Chris",9328.0,,,,7421.0,,Chris Perez,,,Chris Perez,P,"Perez, Chris",CHRIS PEREZ NAN,CHRIS PEREZ NAN,CHRIS PEREZ NAN,CHRIS PEREZ NAN,CHRIS PEREZ NAN,CHRIS PEREZ NAN,CHRIS PEREZ NAN
perezde01,DELVIN PEREZ,11/24/1998,Delvin,Perez,[],NL,SS,sa917935,DELVIN PEREZ,666206.0,DELVIN PEREZ,,NAN,,perezde01,,DELVIN PEREZ,40505.0,DELVIN PEREZ,,,108380.0,,NAN,"Perez, Delvin",R,R,Delvin Perez,"Perez, Delvin",14238.0,,,,,,Delvin Perez,,,Delvin Perez,SS,"Perez, Delvin",DELVIN PEREZ STL,DELVIN PEREZ STL,DELVIN PEREZ STL,NAN STL,DELVIN PEREZ STL,DELVIN PEREZ STL,NAN STL
perezeu01,EURY PEREZ,5/30/1990,Eury,Perez,PIT,,OF,10299,EURY PEREZ,516811.0,EURY PEREZ,1756632.0,EURY PEREZ,peree003,perezeu01,9290.0,EURY PEREZ,31286.0,EURY PEREZ,,PEREZ19900530A,57115.0,9290.0,EURY PEREZ,"Perez, Eury",R,R,Eury Perez,"Perez, Eury",11247.0,Eury Perez,13618.0,Eury Perez,5822.0,4192.0,Eury Perez,,,Eury Perez,OF,"Perez, Eury",EURY PEREZ NAN,EURY PEREZ NAN,EURY PEREZ NAN,EURY PEREZ NAN,EURY PEREZ NAN,EURY PEREZ NAN,EURY PEREZ NAN
perezfr01,FRANKLIN PEREZ,12/6/1997,Franklin,Perez,[],AL,P,sa873722,FRANKLIN PEREZ,658530.0,FRANKLIN PEREZ,2507511.0,FRANKLIN PEREZ,,perezfr01,10482.0,FRANKLIN PEREZ,36187.0,FRANKLIN PEREZ,,,106651.0,,NAN,"Perez, Franklin",R,R,Franklin Perez,"Perez, Franklin",13548.0,,,,,5795.0,Franklin Perez,,,Franklin Perez,P,"Perez, Franklin",FRANKLIN PEREZ DET,FRANKLIN PEREZ DET,FRANKLIN PEREZ DET,FRANKLIN PEREZ DET,FRANKLIN PEREZ DET,FRANKLIN PEREZ DET,NAN DET
perezhe01,HERNAN PEREZ,3/26/1991,Hernan,Perez,MIL,NL,3B,5751,HERNAN PEREZ,541650.0,HERNAN PEREZ,1741611.0,HERNAN PEREZ,pereh001,perezhe01,9213.0,HERNAN PEREZ,30878.0,HERNAN PEREZ,,PEREZ19910326A,59021.0,9213.0,HERNAN PEREZ,"Perez, Hernan",R,R,Hernan Perez,"Perez, Hernan",12334.0,Hernan Perez,13892.0,Hernan Perez,6080.0,4122.0,Hernan Perez,021wf,"Perez, Hernan","Perez, Hernan",2B/3B/SS/OF,"Perez, Hernan",HERNAN PEREZ MIL,HERNAN PEREZ MIL,HERNAN PEREZ MIL,HERNAN PEREZ MIL,HERNAN PEREZ MIL,HERNAN PEREZ MIL,HERNAN PEREZ MIL
perezju01,JUAN PEREZ,9/3/1978,Juan,Perez,SFN,,OF,2557,JUAN PEREZ,448722.0,JUAN PEREZ,1794785.0,JUAN PEREZ,perej002,perezju01,9428.0,JUAN PEREZ,28605.0,JUAN PEREZ,,PEREZ19730328A,40994.0,7882.0,JUAN PEREZ,"Perez, Juan",R,L,Juan Perez,"Perez, Juan",,,,,3842.0,,Juan Perez,,,,OF,"Perez, Juan",JUAN PEREZ NAN,JUAN PEREZ NAN,JUAN PEREZ NAN,JUAN PEREZ NAN,JUAN PEREZ NAN,JUAN PEREZ NAN,JUAN PEREZ NAN
perezlu01,LUIS PEREZ,1/20/1985,Luis,Perez,TOR,,P,6389,LUIS PEREZ,469802.0,LUIS PEREZ,1654343.0,LUIS PEREZ,perel001,perezlu01,8902.0,LUIS PEREZ,30083.0,LUIS PEREZ,,PEREZ19830817A,48306.0,8902.0,LUIS PEREZ,"Perez, Luis",L,L,Luis Perez,"Perez, Luis",10733.0,,,,5121.0,,Luis Perez,,,Luis Perez,P,"Perez, Luis",LUIS PEREZ NAN,LUIS PEREZ NAN,LUIS PEREZ NAN,LUIS PEREZ NAN,LUIS PEREZ NAN,LUIS PEREZ NAN,LUIS PEREZ NAN
perezma02,MARTIN PEREZ,4/4/1991,Martin,Perez,TEX,AL,P,6902,MARTIN PEREZ,527048.0,MARTIN PEREZ,1674411.0,MARTIN PEREZ,perem004,perezma02,8652.0,MARTIN PEREZ,31098.0,MARTIN PEREZ,,PEREZ19910404A,58533.0,8652.0,MARTIN PEREZ,"Perez, Martin",L,L,Martin Perez,"Perez, Martin",10867.0,Martin Perez,11328.0,Martin Perez,8147.0,3632.0,Martin Perez,01fhm,"Perez, Martin","Perez, Martin",SP,"Perez, Martin",MARTIN PEREZ MIN,MARTIN PEREZ MIN,MARTIN PEREZ MIN,MARTIN PEREZ MIN,MARTIN PEREZ MIN,MARTIN PEREZ MIN,MARTIN PEREZ MIN
perezol01,OLIVER PEREZ,8/15/1981,Oliver,Perez,WAS,AL,P,1514,OLIVER PEREZ,424144.0,OLIVER PEREZ,225417.0,OLIVER PEREZ,pereo002,perezol01,6945.0,OLIVER PEREZ,5192.0,OLIVER PEREZ,,PEREZ19810815A,639.0,6945.0,OLIVER PEREZ,"Perez, Oliver",L,L,Oliver Perez,"Perez, Oliver",7063.0,Oliver Perez,5683.0,Oliver Perez,9744.0,709.0,Oliver Perez,000qy,"Perez, Oliver",Oliver Perez,RP,"Perez, Oliver",OLIVER PEREZ CLE,OLIVER PEREZ CLE,OLIVER PEREZ CLE,OLIVER PEREZ CLE,OLIVER PEREZ CLE,OLIVER PEREZ CLE,OLIVER PEREZ CLE
perezro02,ROBERTO PEREZ,12/23/1988,Roberto,Perez,CLE,AL,C,2900,ROBERTO PEREZ,547379.0,ROBERTO PEREZ,1740989.0,ROBERTO PEREZ,perer003,perezro02,9761.0,ROBERTO PEREZ,32265.0,ROBERTO PEREZ,,PEREZ19881223B,59467.0,9761.0,ROBERTO P??REZ,"Perez, Roberto",R,R,Roberto Perez,"Perez, Roberto",13574.0,Roberto Perez,21165.0,Roberto Perez,5950.0,4681.0,Roberto Perez,021wh,"Perez, Roberto",Roberto Perez,C,"Perez, Roberto",ROBERTO PEREZ CLE,ROBERTO PEREZ CLE,ROBERTO PEREZ CLE,ROBERTO PEREZ CLE,ROBERTO PEREZ CLE,ROBERTO PEREZ CLE,ROBERTO P??REZ CLE
perezsa02,SALVADOR PEREZ,5/10/1990,Salvador,Perez,KCA,AL,C,7304,SALVADOR PEREZ,521692.0,SALVADOR PEREZ,1793168.0,SALVADOR PEREZ,peres002,perezsa02,9015.0,SALVADOR PEREZ,31127.0,SALVADOR PEREZ,Salvador Perez,PEREZ19900510A,57335.0,9015.0,SALVADOR PEREZ,"Perez, Salvador",R,R,Salvador Perez,"Perez, Salvador",11258.0,Salvador Perez,13266.0,Salvador Perez,8626.0,3849.0,Salvador Perez,01u75,"Perez, Salvador","Perez, Salvador",C/DH,"Perez, Salvador",SALVADOR PEREZ KC,SALVADOR PEREZ KC,SALVADOR PEREZ KC,SALVADOR PEREZ KC,SALVADOR PEREZ KC,SALVADOR PEREZ KC,SALVADOR PEREZ KC
perezwi01,WILLIAMS PEREZ,5/21/1991,Williams,Perez,CHN,NL,P,11592,WILLIAMS PEREZ,554234.0,WILLIAMS PEREZ,2159712.0,WILLIAMS PEREZ,perew001,perezwi01,9957.0,WILLIAMS PEREZ,33650.0,WILLIAMS PEREZ,,PEREZ19910521A,66155.0,9957.0,WILLIAMS P??REZ,"Perez, Williams",R,R,Williams Perez,"Perez, Williams",13681.0,Williams Perez,62603.0,Williams Perez,9867.0,4917.0,Williams Perez,,,Williams Perez,P,"Perez, Williams",WILLIAMS PEREZ STL,WILLIAMS PEREZ STL,WILLIAMS PEREZ STL,WILLIAMS PEREZ STL,WILLIAMS PEREZ STL,WILLIAMS PEREZ STL,WILLIAMS P??REZ STL
perkica01,CAM PERKINS,9/27/1990,Cam,Perkins,[],,OF,13444,CAM PERKINS,573088.0,CAMERON PERKINS,2120630.0,CAMERON PERKINS,perkc001,perkica01,10737.0,CAMERON PERKINS,33507.0,CAMERON PERKINS,,,100025.0,10737.0,CAMERON PERKINS,"Perkins, Cam",R,R,Cam Perkins,"Perkins, Cam",13278.0,,,,23801.0,4786.0,Cameron Perkins,,,Cameron Perkins,OF,"Perkins, Cameron",CAM PERKINS NAN,CAM PERKINS NAN,CAMERON PERKINS NAN,CAMERON PERKINS NAN,CAMERON PERKINS NAN,CAMERON PERKINS NAN,CAMERON PERKINS NAN
perkigl01,GLEN PERKINS,3/2/1983,Glen,Perkins,MIN,,P,8041,GLEN PERKINS,450282.0,GLEN PERKINS,549693.0,GLEN PERKINS,perkg001,perkigl01,7711.0,GLEN PERKINS,6482.0,GLEN PERKINS,,PERKINS19830302A,48557.0,7711.0,GLEN PERKINS,"Perkins, Glen",L,L,Glen Perkins,"Perkins, Glen",8328.0,Glen Perkins,6107.0,Glen Perkins,3150.0,2477.0,Glen Perkins,0004c,"Perkins, Glen",Glen Perkins,P,"Perkins, Glen",GLEN PERKINS NAN,GLEN PERKINS NAN,GLEN PERKINS NAN,GLEN PERKINS NAN,GLEN PERKINS NAN,GLEN PERKINS NAN,GLEN PERKINS NAN
pestavi01,VINNIE PESTANO,2/20/1985,Vinnie,Pestano,ANA,,P,4782,VINNIE PESTANO,502260.0,VINNIE PESTANO,1771184.0,VINNIE PESTANO,pestv001,pestavi01,8841.0,VINNIE PESTANO,30964.0,VINNIE PESTANO,,PESTANO19850220A,57123.0,8841.0,VINNIE PESTANO,"Pestano, Vinnie",R,R,Vinnie Pestano,"Pestano, Vinnie",11790.0,Vinnie Pestano,12763.0,,5342.0,,Vinnie Pestano,,,Vinnie Pestano,P,"Pestano, Vinnie",VINNIE PESTANO NAN,VINNIE PESTANO NAN,VINNIE PESTANO NAN,VINNIE PESTANO NAN,VINNIE PESTANO NAN,VINNIE PESTANO NAN,VINNIE PESTANO NAN
peterbr01,BRYAN PETERSEN,4/9/1986,Bryan,Petersen,MIA,,OF,2567,BRYAN PETERSEN,519128.0,BRYAN PETERSEN,1671056.0,BRYAN PETERSEN,peteb001,peterbr01,8726.0,BRYAN PETERSEN,30240.0,BRYAN PETERSEN,,PETERSEN19860409A,57494.0,8726.0,BRYAN PETERSEN,"Petersen, Bryan",L,R,Bryan Petersen,"Petersen, Bryan",9960.0,,,,5524.0,,Bryan Petersen,,,Bryan Petersen,OF,"Petersen, Bryan",BRYAN PETERSEN NAN,BRYAN PETERSEN NAN,BRYAN PETERSEN NAN,BRYAN PETERSEN NAN,BRYAN PETERSEN NAN,BRYAN PETERSEN NAN,BRYAN PETERSEN NAN
peterdi01,DILLON PETERS,8/31/1992,Dillon,Peters,MIA,AL,P,18790,DILLON PETERS,596071.0,DILLON PETERS,2699269.0,DILLON PETERS,peted001,peterdi01,10802.0,DILLON PETERS,36169.0,DILLON PETERS,,,70921.0,,NAN,"Peters, Dillon",L,L,Dillon Peters,"Peters, Dillon",14671.0,,,,23731.0,5697.0,Dillon Peters,02c5u,"Peters, Dillon","Peters, Dillon",P,"Peters, Dillon",DILLON PETERS LAA,DILLON PETERS LAA,DILLON PETERS LAA,DILLON PETERS LAA,DILLON PETERS LAA,DILLON PETERS LAA,NAN LAA
peterdj01,D.J. PETERSON,12/31/1991,D.J.,Peterson,CIN,NL,3B,sa549926,D.J. PETERSON,592637.0,D.J. PETERSON,2066297.0,D.J. PETERSON,,peterdj01,9622.0,D.J. PETERSON,33208.0,D.J. PETERSON,,PETERSON19911231A,68653.0,9622.0,D.J. PETERSON,"Peterson, D.J.",R,R,D.J. Peterson,"Peterson, D.J.",12946.0,,,,18250.0,4809.0,D.J. Peterson,,,D.J. Peterson,3B,"Peterson, D.J.",D.J. PETERSON CIN,D.J. PETERSON CIN,D.J. PETERSON CIN,D.J. PETERSON CIN,D.J. PETERSON CIN,D.J. PETERSON CIN,D.J. PETERSON CIN
peterja01,JACE PETERSON,5/9/1990,Jace,Peterson,BAL,,OF,12325,JACE PETERSON,607054.0,JACE PETERSON,1959186.0,JACE PETERSON,petej002,peterja01,9618.0,JACE PETERSON,32323.0,JACE PETERSON,,PETERSON19900509A,69854.0,9618.0,JACE PETERSON,"Peterson, Jace",L,R,Jace Peterson,"Peterson, Jace",12192.0,Jace Peterson,21573.0,Jace Peterson,18290.0,4611.0,Jace Peterson,02bqo,"Peterson, Jace",Jace Peterson,3B/OF,"Peterson, Jace",JACE PETERSON NAN,JACE PETERSON NAN,JACE PETERSON NAN,JACE PETERSON NAN,JACE PETERSON NAN,JACE PETERSON NAN,JACE PETERSON NAN
petersh01,SHANE PETERSON,2/11/1988,Shane,Peterson,TBA,,OF,7423,SHANE PETERSON,451089.0,SHANE PETERSON,1811027.0,SHANE PETERSON,petes002,petersh01,9361.0,SHANE PETERSON,31381.0,SHANE PETERSON,,PETERSON19880211A,58267.0,9361.0,SHANE PETERSON,"Peterson, Shane",L,L,Shane Peterson,"Peterson, Shane",10552.0,Shane Peterson,13871.0,Shane Peterson,8089.0,4345.0,Shane Peterson,,,Shane Peterson,OF,"Peterson, Shane",SHANE PETERSON NAN,SHANE PETERSON NAN,SHANE PETERSON NAN,SHANE PETERSON NAN,SHANE PETERSON NAN,SHANE PETERSON NAN,SHANE PETERSON NAN
petitgr01,GREGORIO PETIT,12/10/1984,Gregorio,Petit,MIN,NL,2B,3812,GREGORIO PETIT,463610.0,GREGORIO PETIT,1226053.0,GREGORIO PETIT,petig001,petitgr01,8250.0,GREGORIO PETIT,29136.0,GREGORIO PETIT,,PETIT19841210A,48591.0,8250.0,GREGORIO PETIT,"Petit, Gregorio",R,R,Gregorio Petit,"Petit, Gregorio",9723.0,,,,1490.0,2865.0,Gregorio Petit,005hy,"Petit, Gregorio",Gregorio Petit,2B,"Petit, Gregorio",GREGORIO PETIT PHI,GREGORIO PETIT PHI,GREGORIO PETIT PHI,GREGORIO PETIT PHI,GREGORIO PETIT PHI,GREGORIO PETIT PHI,GREGORIO PETIT PHI
petityu01,YUSMEIRO PETIT,11/22/1984,Yusmeiro,Petit,OAK,AL,P,4020,YUSMEIRO PETIT,433589.0,YUSMEIRO PETIT,546240.0,YUSMEIRO PETIT,petiy001,petityu01,7699.0,YUSMEIRO PETIT,6470.0,YUSMEIRO PETIT,,PETIT00000000A,45571.0,7699.0,YUSMEIRO PETIT,"Petit, Yusmeiro",R,R,Yusmeiro Petit,"Petit, Yusmeiro",8092.0,Yusmeiro Petit,5743.0,Yusmeiro Petit,1128.0,2275.0,Yusmeiro Petit,000sw,"Petit, Yusmeiro",Yusmeiro Petit,RP,"Petit, Yusmeiro",YUSMEIRO PETIT OAK,YUSMEIRO PETIT OAK,YUSMEIRO PETIT OAK,YUSMEIRO PETIT OAK,YUSMEIRO PETIT OAK,YUSMEIRO PETIT OAK,YUSMEIRO PETIT OAK
